authors,title,abstract,cited,year,doi,chazal
"Al Rahhal, MM; Bazi, Y; Al Zuair, M; Othman, E; BenJdira, B",Convolutional Neural Networks for Electrocardiogram Classification,"In this paper, we propose a transfer learning approach for Arrhythmia Detection and Classification in Cross ECG Databases. This approach relies on a deep convolutional neural network (CNN) pretrained on an auxiliary domain (called ImageNet) with very large labelled images coupled with an additional network composed of fully connected layers. As the pretrained CNN accepts only RGB images as the input, we apply continuous wavelet transform (CWT) to the ECG signals under analysis to generate an over-complete time-frequency representation. Then, we feed the resulting image-like representations as inputs into the pretrained CNN to generate the CNN features. Next, we train the additional fully connected network on the ECG labeled data represented by the CNN features in a supervised way by minimizing cross-entropy error with dropout regularization. The experiments reported in the MIT-BIH arrhythmia, the INCART and the SVDB databases show that the proposed method can achieve better results for the detection of ventricular ectopic beats (VEB) and supraventricular ectopic beats (SVEB) compared to state-of-the-art methods.",77,2018,http://dx.doi.org/10.1007/s40846-018-0389-7,Yes 
"Kamaleswaran, R; Mahajan, R; Akbilgic, O",A robust deep convolutional neural network for the classification of abnormal cardiac rhythm using single lead electrocardiograms of variable length,"Objective: Atrial fibrillation (AF) is a major cause of hospitalization and death in the United States. Moreover, as the average age of individuals increases around the world, early detection and diagnosis of AF become even more pressing. In this paper, we introduce a novel deep learning architecture for the detection of normal sinus rhythm, AF, other abnormal rhythms, and noise. Approach: We have demonstrated through a systematic approach many hyperparameters, input sets, and optimization methods that yielded influence in both training time and performance accuracy. We have focused on these properties to identify an optimal 13-layer convolutional neural network (CNN) model which was trained on 8528 short single-lead ECG recordings and evaluated on a test dataset of 3658 recordings. Main results: The proposed CNN architecture achieved a state-of-the-art performance in identifying normal, AF and other rhythms with an average F-1-score of 0.83. Significance: We have presented a robust deep learning-based architecture that can identify abnormal cardiac rhythms using short single-lead ECG recordings. The proposed architecture is computationally fast and can also be used in real-time cardiac arrhythmia detection applications.",77,2018,http://dx.doi.org/10.1088/1361-6579/aaaa9d,No
"Alarsan, FI; Younes, M",Analysis and classification of heart diseases using heartbeat features and machine learning algorithms,"This study proposed an ECG (Electrocardiogram) classification approach using machine learning based on several ECG features. An electrocardiogram (ECG) is a signal that measures the electric activity of the heart. The proposed approach is implemented using ML-libs and Scala language on Apache Spark framework; MLlib is Apache Spark's scalable machine learning library. The key challenge in ECG classification is to handle the irregularities in the ECG signals which is very important to detect the patient status. Therefore, we have proposed an efficient approach to classify ECG signals with high accuracy Each heartbeat is a combination of action impulse waveforms produced by different specialized cardiac heart tissues. Heartbeats classification faces some difficulties because these waveforms differ from person to another, they are described by some features. These features are the inputs of machine learning algorithm. In general, using Spark-Scala tools simplifies the usage of many algorithms such as machine-learning (ML) algorithms. On other hand, Spark-Scala is preferred to be used more than other tools when size of processing data is too large. In our case, we have used a dataset with 205,146 records to evaluate the performance of our approach. Machine learning libraries in Spark-Scala provide easy ways to implement many classification algorithms (Decision Tree, Random Forests, Gradient-Boosted Trees (GDB), etc.). The proposed method is evaluated and validated on baseline MIT-BIH Arrhythmia and MIT-BIH Supraventricular Arrhythmia database. The results show that our approach achieved an overall accuracy of 96.75% using GDB Tree algorithm and 97.98% using random Forest for binary classification. For multi class classification, it achieved to 98.03% accuracy using Random Forest, Gradient Boosting tree supports only binary classification.",75,2019,http://dx.doi.org/10.1186/s40537-019-0244-x,No
"Kiranyaz, S; Ince, T; Gabbouj, M",Personalized Monitoring and Advance Warning System for Cardiac Arrhythmias,"Each year more than 7 million people die from cardiac arrhythmias. Yet no robust solution exists today to detect such heart anomalies right at the moment they occur. The purpose of this study was to design a personalized health monitoring system that can detect early occurrences of arrhythmias from an individual's electrocardiogram (ECG) signal. We first modelled the common causes of arrhythmias in the signal domain as a degradation of normal ECG beats to abnormal beats. Using the degradation models, we performed abnormal beat synthesis which created potential abnormal beats from the average normal beat of the individual. Finally, a Convolutional Neural Network (CNN) was trained using real normal and synthesized abnormal beats. As a personalized classifier, the trained CNN can monitor ECG beats in real time for arrhythmia detection. Over 34 patients' ECG records with a total of 63,341 ECG beats from the MIT-BIH arrhythmia benchmark database, we have shown that the probability of detecting one or more abnormal ECG beats among the first three occurrences is higher than 99.4% with a very low false-alarm rate.",73,2017,http://dx.doi.org/10.1038/s41598-017-09544-z,No
"Wang, HR; Shi, HT; Lin, K; Qin, CJ; Zhao, LQ; Huang, YX; Liu, CL",A high-precision arrhythmia classification method based on dual fully connected neural network,"As an important arrhythmia detection method, the electrocardiogram (ECG) can directly reflect abnormalities in cardiac physiological activity. In view of the difficulty in the diagnosis of arrhythmia in different people, automatic arrhythmia detection methods have been studied in previous works. In this paper, we present a dual fully-connected neural network model for accurate classification of heartbeats. Our method is following the AAMI inter-patient standard, which includes normal beats (N), supraventricular ectopic beats (S), ventricular ectopic beats (V), fusion beats (F), and unknown beats (Q). Firstly, a total of 105 features are extracted from the preprocessed signals. Then, a two-layer classifier is introduced in the classification stage. Each layer contains two independent fully-connected neural networks, and the threshold criterion is also added in the second layer. For verification, both the MIT arrhythmia database (MITDB) and the MIT supraventricular arrhythmia database (SVDB) were adopted. The experiments demonstrate that the proposed method has high performance for arrhythmia detection. It also achieves high sensitivity for class S and V, which can easily detect potentially abnormal heartbeats. Furthermore, the proposed method can interfere with the classification effect for a certain disease and have more advantages in dataset size when comparing a convolutional neural network (CNN). Once properly trained, the proposed method can be employed as a tool to automatically detect arrhythmia from ECG.",72,2020,http://dx.doi.org/10.1016/j.bspc.2020.101874,Yes
"Luo, K; Li, JQ; Wang, ZG; Cuschieri, A",Patient-Specific Deep Architectural Model for ECG Classification,"Heartbeat classification is a crucial step for arrhythmia diagnosis during electrocardiographic (ECG) analysis. The new scenario of wireless body sensor network- (WBSN-) enabled ECG monitoring puts forward a higher-level demand for this traditional ECG analysis task. Previously reported methods mainly addressed this requirement with the applications of a shallow structured classifier and expert-designed features. In this study, modified frequency slice wavelet transform (MFSWT) was firstly employed to produce the time-frequency image for heartbeat signal. Then the deep learning (DL) method was performed for the heartbeat classification. Here, we proposed a novel model incorporating automatic feature abstraction and a deep neural network (DNN) classifier. Features were automatically abstracted by the stacked denoising auto-encoder (SDA) from the transferred time-frequency image. DNN classifier was constructed by an encoder layer of SDA and a softmax layer. In addition, a deterministic patient-specific heartbeat classifier was achieved by fine-tuning on heartbeat samples, which included a small subset of individual samples. The performance of the proposed model was evaluated on the MIT-BIH arrhythmia database. Results showed that an overall accuracy of 97.5% was achieved using the proposed model, confirming that the proposed DNN model is a powerful tool for heartbeat pattern recognition.",71,2017,http://dx.doi.org/10.1155/2017/4108720,Yes
"Hu, R; Chen, J; Zhou, L",A transformer-based deep neural network for arrhythmia detection using continuous ECG signals,"Recently, much effort has been put into solving arrhythmia classification problems with machine learning-based methods. However, inter-heartbeat dependencies have been ignored by many researchers which possess the potential to boost arrhythmia classification performance. To address this problem, this paper proposes a novel transformer-based deep learning neural network, ECG DETR, which performs arrhythmia detection on continuous single-lead ECG segments. The proposed model simultaneously predicts the positions and categories of all the heartbeats within an ECG segment. Therefore, the proposed method is a more compact end-to-end arrhythmia detection algorithm compared with beat-by-beat classification methods as explicit heartbeat segmentation is not required. The performance and generalizability of our proposed scheme are verified on the MITBIH arrhythmia database and MIT-BIH atrial fibrillation database. Experiments are carried out on three different arrhythmia detection tasks including 8, 4, and 2 distinct labels respectively using 10-fold cross-validation. According to the results, the suggested method yields comparable performance in contrast with previous works considering both heartbeat segmentation and classification, which achieved an overall accuracy of 99.12%, 99.49%, and 99.23% on the three aforementioned tasks.",71,2022,http://dx.doi.org/10.1016/j.compbiomed.2022.105325,No
"Raza, A; Tran, KP; Koehl, L; Li, SJ",Designing ECG monitoring healthcare system with federated transfer learning and explainable AI,"Deep learning plays a vital role in classifying different arrhythmias using electrocardiography (ECG) data. Nevertheless, training deep learning models normally requires a large amount of data and can lead to privacy concerns. Unfortunately, a large amount of healthcare data cannot be easily collected from a single silo. Additionally, deep learning models are like black-box, with no explainability of the predicted results, which is often required in clinical healthcare. This limits the application of deep learning in real-world health systems. In this paper, to address the above-mentioned challenges, we design a novel end-to-end framework in a federated setting for ECG-based healthcare using explainable artificial intelligence (XAI) and deep convolutional neural networks (CNN). The federated setting is used to solve challenges such as data availability and privacy concerns. Furthermore, the proposed framework effectively classifies different arrhythmias using an autoencoder and a classifier, both based on a CNN. Additionally, we propose an XAI-based module on top of the proposed classifier for interpretability of the classification results, which helps clinical practitioners to interpret the predictions of the classifier and to make quick and reliable decisions. The proposed framework was trained and tested using the baseline Massachusetts Institute of Technology - Boston's Beth Israel Hospital (MIT-BIH) Arrhythmia database. The trained classifier outperformed existing work by achieving accuracy up to 94.5% and 98.9% for arrhythmia detection using noisy and clean data, respectively, with five-fold cross-validation. We also propose a new communication cost reduction method to reduce the communication costs and to enhance the privacy of users' data in the federated setting. While the proposed framework was tested and validated for ECG classification, it is general enough to be extended to many other healthcare applications. (C) 2021 Elsevier B.V. All rights reserved.",70,2022,http://dx.doi.org/10.1016/j.knosys.2021.107763,No
"Ullah, A; Rehman, SU; Tu, SS; Mehmood, RM; Fawad; Ehatisham-ul-haq, M",A Hybrid Deep CNN Model for Abnormal Arrhythmia Detection Based on Cardiac ECG Signal,"Electrocardiogram (ECG) signals play a vital role in diagnosing and monitoring patients suffering from various cardiovascular diseases (CVDs). This research aims to develop a robust algorithm that can accurately classify the electrocardiogram signal even in the presence of environmental noise. A one-dimensional convolutional neural network (CNN) with two convolutional layers, two down-sampling layers, and a fully connected layer is proposed in this work. The same 1D data was transformed into two-dimensional (2D) images to improve the model's classification accuracy. Then, we applied the 2D CNN model consisting of input and output layers, three 2D-convolutional layers, three down-sampling layers, and a fully connected layer. The classification accuracy of 97.38% and 99.02% is achieved with the proposed 1D and 2D model when tested on the publicly available Massachusetts Institute of Technology-Beth Israel Hospital (MIT-BIH) arrhythmia database. Both proposed 1D and 2D CNN models outperformed the corresponding state-of-the-art classification algorithms for the same data, which validates the proposed models' effectiveness.",68,2021,http://dx.doi.org/10.3390/s21030951,No
"Li, J; Si, YJ; Xu, T; Jiang, SB",Deep Convolutional Neural Network Based ECG Classification System Using Information Fusion and One-Hot Encoding Techniques,"Although convolutional neural networks (CNNs) can be used to classify electrocardiogram (ECG) beats in the diagnosis of cardiovascular disease, ECG signals are typically processed as one-dimensional signals while CNNs are better suited to multidimensional pattern or image recognition applications. In this study, the morphology and rhythm of heartbeats are fused into a two-dimensional information vector for subsequent processing by CNNs that include adaptive learning rate and biased dropout methods. The results demonstrate that the proposed CNN model is effective for detecting irregular heartbeats or arrhythmias via automatic feature extraction. When the proposed model was tested on the MIT-BIH arrhythmia database, the model achieved higher performance than other state-of-the-art methods for five and eight heartbeat categories (the average accuracy was 99.1% and 97%). In particular, the proposed system had better performance in terms of the sensitivity and positive predictive rate for V beats by more than 4.3% and 5.4%, respectively, and also for S beats by more than 22.6% and 25.9%, respectively, when compared to existing algorithms. It is anticipated that the proposed method will be suitable for implementation on portable devices for the e-home health monitoring of cardiovascular disease.",67,2018,http://dx.doi.org/10.1155/2018/7354081,No
"Amirshahi, A; Hashemi, M",ECG Classification Algorithm Based on STDP and R-STDP Neural Networks for Real-Time Monitoring on Ultra Low-Power Personal Wearable Devices,"This paper presents a novel ECG classification algorithm for inclusion as part of real-time cardiac monitoring systems in ultra low-power wearable devices. The proposed solution is based on spiking neural networks which are the third generation of neural networks. In specific, we employ spike-timing dependent plasticity (STDP), and reward-modulated STDP (R-STDP), in which the model weights are trained according to the timings of spike signals, and reward or punishment signals. Experiments show that the proposed solution is suitable for real-time operation, achieves comparable accuracy with respect to previous methods, and more importantly, its energy consumption in real-time classification of ECG signals is significantly smaller. In specific, energy consumption is 1.78$\boldsymbol {\mu }$J per beat, which is 2 to 9 orders of magnitude smaller than previous neural network based ECG classification methods.",67,2019,http://dx.doi.org/10.1109/TBCAS.2019.2948920,No
"Yildirim, O; Talo, M; Ciaccio, EJ; Tan, RS; Acharya, UR","Accurate deep neural network model to detect cardiac arrhythmia on more than 10,0 00 individual subject ECG records","Background and objective: Cardiac arrhythmia, which is an abnormal heart rhythm, is a common clinical problem in cardiology. Detection of arrhythmia on an extended duration electrocardiogram (ECG) is done based on initial algorithmic software screening, with final visual validation by cardiologists. It is a time consuming and subjective process. Therefore, fully automated computer-assisted detection systems with a high degree of accuracy have an essential role in this task. In this study, we proposed an effective deep neural network (DNN) model to detect different rhythm classes from a new ECG database. Methods: Our DNN model was designed for high performance on all ECG leads. The proposed model, which included both representation learning and sequence learning tasks, showed promising results on all 12-lead inputs. Convolutional layers and sub-sampling layers were used in the representation learning phase. The sequence learning part involved a long short-term memory (LSTM) unit after representation of learning layers. Results: We performed two different class scenarios, including reduced rhythms (seven rhythm types) and merged rhythms (four rhythm types) according to the records from the database. Our trained DNN model achieved 92.24% and 96.13% accuracies for the reduced and merged rhythm classes, respectively. Conclusion: Recently, deep learning algorithms have been found to be useful because of their high performance. The main challenge is the scarcity of appropriate training and testing resources because model performance is dependent on the quality and quantity of case samples. In this study, we used a new public arrhythmia database comprising more than 10,000 records. We constructed an efficient DNN model for automated detection of arrhythmia using these records. (C) 2020 Elsevier B.V. All rights reserved.",66,2020,http://dx.doi.org/10.1016/j.cmpb.2020.105740,No
"Wang, JK; Qiao, X; Liu, CC; Wang, XP; Liu, YY; Yao, LK; Zhang, H",Automated ECG classification using a non-local convolutional block attention module,"Background and objective: Recent advances in deep learning have been applied to ECG detection and obtained great success. The spatial and temporal information from ECG signals is fused by combining convolutional neural networks (CNN) with recurrent neural network (RNN). However, these networks ignore the different contribution of local and global segments of a feature map extracted from the ECG and the correlation relationship between the above two segments. To address this issue, a novel convolutional neural network with non-local convolutional block attention module (NCBAM) is proposed to automatically classify ECG heartbeats. Methods: Our proposed method consists of a 33-layer CNN architecture followed by a NCBAM module. Initially, preprocessed electrocardiogram (ECG) signals are fed into the CNN architecture to extract the spatial and channel features. Further, long-range dependencies of representative features along spatial and channel axis are captured by non-local attention. Finally, the spatial, channel and temporal information of ECG are fused by a learned matrix. The learned matrix is to mine rich relationship information across the above three types of information to make up for the different contribution. Results and conclusion: The proposed method achieves an average F1 score of 0.9664 on MIT-BIH arrhythmia database, as well as AUC of 0.9314 and F-max of 0.8507 on PTB-XL ECG database. Compared with the state-of-the-art attention mechanism based on the same public database, NCBAM achieves an obvious improvement in classifying ECG heartbeats. The results demonstrate the proposed method is reliable and efficient for ECG beat classification. (C) 2021 Elsevier B.V. All rights reserved.",66,2021,http://dx.doi.org/10.1016/j.cmpb.2021.106006,No
"Golrizkhatami, Z; Acan, A",ECG classification using three-level fusion of different feature descriptors,"Fusion of feature descriptors extracted from a signal through different methods is an important issue for the exploitation of representational power of each descriptor. In this research work, a novel system which exploits multi-stage features from a trained convolutional neural network (CNN) and precisely combines these features with a selection of handcrafted features is proposed. The set of handcrafted features consists of three subsets namely, wavelet transform based morphological features representing localized signal behaviour, statistical features exhibiting overall variational characteristics of the signal and temporal features representing the signal's behaviour on the time axis. The proposed system utilizes a novel decision-level fusion of features for ECG classification by three different approaches; the first one uses normalized feature-level fusion of handcrafted global statistical and local temporal features by uniting these features into one set, the second one uses the morphological feature subset, and the third one combines features extracted from multiple layers of a CNN through using a score-level based refinement procedure. The main impact of the proposed approach is the score-level based fusion of automatically learned features extracted from multiple layers of trained CNN and the decision-level fusion of features characterising the signal in totally different representational spaces. The individual decisions of the three different classifiers are fused together based on the majority voting and a unified decision is reached for the input ECG signal classification. The results over the MIT-BIH arrhythmia benchmarks database exhibited that the proposed system achieves a superior classification accuracy compared to all of the state-of-the-art ECG classification methods. (C) 2018 Elseiver Ltd. All rights reserved.",66,2018,http://dx.doi.org/10.1016/j.eswa.2018.07.030,Yes
"Teijeiro, T; Félix, P; Presedo, J; Castro, D",Heartbeat Classification Using Abstract Features From the Abductive Interpretation of the ECG,"Objective: This paper aims to prove that automatic beat classification on ECG signals can be effectively solved with a pure knowledge-based approach, using an appropriate set of abstract features obtained from the interpretation of the physiological processes underlying the signal. Methods: A set of qualitative morphological and rhythm features are obtained for each heartbeat as a result of the abductive interpretation of the ECG. Then, a QRS clustering algorithm is applied in order to reduce the effect of possible errors in the interpretation. Finally, a rule-based classifier assigns a tag to each cluster. Results: The method has been tested with the MIT-BIH Arrhythmia Database records, showing a significantly better performance than any other automatic approach in the state-of-the-art, and even improving most of the assisted approaches that require the intervention of an expert in the process. Conclusion: The most relevant issues in ECG classification, related to a large extent to the variability of the signal patterns between different subjects and even in the same subject over time, will be overcome by changing the reasoning paradigm. Significance: This paper demonstrates the power of an abductive framework for time-series interpretation to make a qualitative leap in the significance of the information extracted from the ECG by automatic methods.",66,2018,http://dx.doi.org/10.1109/JBHI.2016.2631247,Yes
"Guo, L; Sim, G; Matuszewski, B",Inter-patient ECG classification with convolutional and recurrent neural networks,"The recent advances in ECG sensor devices provide opportunities for user self-managed auto-diagnosis and monitoring services over the internet. This imposes the requirements for generic ECG classification methods that are inter-patient and device independent. In this paper, we present our work on using the densely connected convolutional neural network (DenseNet) and gated recurrent unit network (GRU) for addressing the inter-patient ECG classification problem. A deep learning model architecture is proposed and is evaluated using the MIT-BIH Arrhythmia and Supraventricular Databases. The results obtained show that without applying any complicated data pre-processing or feature engineering methods, both of our models have considerably outperformed the state-of-the-art performance for supraventricular (SVEB) and ventricular (VEB) arrhythmia classifications on the unseen testing dataset (with the F1 score improved from 51.08 to 61.25 for SVEB detection and from 88.59 to 89.75 for VEB detection respectively). As no patient-specific or device-specific information is used at the training stage in this work, it can be considered as a more generic approach for dealing with scenarios in which varieties of ECG signals are collected from different patients using different types of sensor devices. (C) 2019 Nalecz Institute of Biocybernetics and Biomedical Engineering of the Polish Academy of Sciences. Published by Elsevier B.V. All rights reserved.",64,2019,http://dx.doi.org/10.1016/j.bbe.2019.06.001,Yes
"He, JY; Rong, J; Sun, L; Wang, H; Zhang, YC; Ma, JG",A framework for cardiac arrhythmia detection from IoT-based ECGs,"Cardiac arrhythmia has been identified as a type of cardiovascular diseases (CVDs) that causes approximately 12% of all deaths globally. The development of Internet-of-Things has spawned novel ways for heart monitoring but also presented new challenges for manual arrhythmia detection. An automated method is highly demanded to provide support for physicians. Current attempts for automatic arrhythmia detection can roughly be divided as feature-engineering based and deep-learning based methods. Most of the feature-engineering based methods are suffering from adopting single classifier and use fixed features for classifying all five types of heartbeats. This introduces difficulties in identification of the problematic heartbeats and limits the overall classification performance. The deep-learning based methods are usually not evaluated in a realistic manner and report overoptimistic results which may hide potential limitations of the models. Moreover, the lack of consideration of frequency patterns and the heart rhythms can also limit the model performance. To fill in the gaps, we propose a framework for arrhythmia detection from IoT-based ECGs. The framework consists of two modules: a data cleaning module and a heartbeat classification module. Specifically, we propose two solutions for the heartbeat classification task, namely Dynamic Heartbeat Classification with Adjusted Features (DHCAF) and Multi-channel Heartbeat Convolution Neural Network (MCHCNN). DHCAF is a feature-engineering based approach, in which we introduce dynamic ensemble selection (DES) technique and develop a result regulator to improve classification performance. MCHCNN is deep-learning based solution that performs multi-channel convolutions to capture both temporal and frequency patterns from heartbeat to assist the classification. We evaluate the proposed framework with DHCAF and with MCHCNN on the well-known MIT-BIH-AR database, respectively. The results reported in this paper have proven the effectiveness of our framework.",61,2020,http://dx.doi.org/10.1007/s11280-019-00776-9,Yes
"Naz, M; Shah, JH; Khan, MA; Sharif, M; Raza, M; Damasevicius, R",From ECG signals to images: a transformation based approach for deep learning,"Provocative heart disease is related to ventricular arrhythmias (VA). Ventricular tachyarrhythmia is an irregular and fast heart rhythm that emerges from inappropriate electrical impulses in the ventricles of the heart. Different types of arrhythmias are associated with different patterns, which can be identified. An electrocardiogram (ECG) is the major analytical tool used to interpret and record ECG signals. ECG signals are nonlinear and difficult to interpret and analyze. We propose a new deep learning approach for the detection of VA. Initially, the ECG signals are transformed into images that have not been done before. Later, these images are normalized and utilized to train the AlexNet, VGG-16 and Inception-v3 deep learning models. Transfer learning is performed to train a model and extract the deep features from different output layers. After that, the features are fused by a concatenation approach, and the best features are selected using a heuristic entropy calculation approach. Finally, supervised learning classifiers are utilized for final feature classification. The results are evaluated on the MIT-BIH dataset and achieved an accuracy of 97.6% (using Cubic Support Vector Machine as a final stage classifier).",60,2021,http://dx.doi.org/10.7717/peerj-cs.386,No
"Hong, SD; Zhou, YX; Wu, M; Shang, JY; Wang, QY; Li, HY; Xie, JQ",Combining deep neural networks and engineered features for cardiac arrhythmia detection from ECG recordings,"Objective: We aim to combine deep neural networks and engineered features (hand-crafted features based on medical domain knowledge) for cardiac arrhythmia detection from short single-lead ECG recordings. Approach: We propose a two-stage method named ENCASE for cardiac arrhythmia detection. The first stage is feature extraction and the second stage is classifier building. In the feature extraction stage, we extract both deep features and engineered features. Deep features are obtained by modifying deep neural networks into a deep feature extractor. Engineered features are extracted by summarizing existing approaches into four feature groups. Then, we propose a feature aggregation approach to combine these features. In the classifier building stage, we build multiple gradient boosting decision trees and combine them to get the final detector. Main results: Experiments are performed on the PhysioNet/Computing in Cardiology Challenge 2017 dataset (Clifford et al 2017 Computing in Cardiology vol 44). Using F-1 scores reported on the hidden test set as measurements, ENCASE got 0.9117 on Normal (F-1N), 0.8128 on Atrial Fibrillation (AF) (F-1A), 0.7505 on Others (F-1O), and 0.5671 on Noise (F-1P). It placed 5th in the Challenge and 8th in the follow-up challenge (ranked by considering the average of Normal, AF, and Others (F-1NAO = 0.825)). When rounding to two decimal places, we were part a three-way tie for 1st place and were part a seven-way tie for 2nd place in the follow-up challenge. Further experiments show that combined features perform better than individual features, and deep features show more importance scores than other features. Significance: ENCASE can benefit from both feature engineering-based methods and recent deep neural networks. It is flexible and can easily assimilate the ability of new cardiac arrhythmia detection methods.",58,2019,http://dx.doi.org/10.1088/1361-6579/ab15a2,No
"Ji, YS; Zhang, S; Xiao, WD",Electrocardiogram Classification Based on Faster Regions with Convolutional Neural Network,"The classification of electrocardiograms (ECG) plays an important role in the clinical diagnosis of heart disease. This paper proposes an effective system development and implementation for ECG classification based on faster regions with a convolutional neural network (Faster R-CNN) algorithm. The original one-dimensional ECG signals contain the preprocessed patient ECG signals and some ECG recordings from the MIT-BIH database in this experiment. Each ECG beat of one-dimensional ECG signals was transformed into a two-dimensional image for experimental training sets and test sets. As a result, we classified the ECG beats into five categories with an average accuracy of 99.21%. In addition, we did a comparative experiment using the one versus rest support vector machine (OVR SVM) algorithm, and the classification accuracy of the proposed Faster R-CNN was shown to be 2.59% higher.",56,2019,http://dx.doi.org/10.3390/s19112558,No
"Yan, ZL; Zhou, J; Wong, WA",Energy efficient ECG classification with spiking neural network,"Heart disease is one of the top ten threats to global health in 2019 according to the WHO. Continuous monitoring of ECG on wearable devices can detect abnormality in the user's heartbeat early, thereby significantly increasing the chance of early intervention which is known to be the key to saving lives. In this paper, we present a set of inter-patient ECG classification methods that use convolutional (CNNs) and spiking neural networks (SNNs). We focused on inter-patient heartbeat classification, in which the model is trained over several patients and then used to infer that for patients not used in training. Raw heartbeat data is used in this paper because most wearable devices cannot deal with complex data preprocessing. A two-steps convolutional neural network testing method is proposed for saving power. For even greater energy-saving, a spiking neural network is also proposed. The latter is obtained from converting the trained CNN model with a less than one percent accuracy drop. The average power of a two-classes SNN is 0.077 W, or 0.0074x that of previously proposed neural network-based solutions.",55,2021,http://dx.doi.org/10.1016/j.bspc.2020.102170,Yes
"Mehari, T; Strodthoff, N",Self-supervised representation learning from 12-lead ECG data,"Clinical 12-lead electrocardiography (ECG) is one of the most widely encountered kinds of biosignals. Despite the increased availability of public ECG datasets, label scarcity remains a central challenge in the field. Self-supervised learning represents a promising way to alleviate this issue. This would allow to train more powerful models given the same amount of labeled data and to incorporate or improve predictions about rare diseases, for which training datasets are inherently limited. In this work, we put forward the first comprehensive assessment of self-supervised representation learning from clinical 12-lead ECG data. To this end, we adapt state-of-the-art self-supervised methods based on instance discrimination and latent forecasting to the ECG domain. In a first step, we learn contrastive representations and evaluate their quality based on linear evaluation performance on a recently established, comprehensive, clinical ECG classification task. In a second step, we analyze the impact of self-supervised pretraining on finetuned ECG classifiers as compared to purely supervised performance. For the best-performing method, an adaptation of contrastive predictive coding, we find a linear evaluation performance only 0.5% below supervised performance. For the finetuned models, we find improvements in downstream performance of roughly 1% compared to supervised performance, label efficiency, as well as robustness against physiological noise. This work clearly establishes the feasibility of extracting discriminative representations from ECG data via self-supervised learning and the numerous advantages when finetuning such representations on downstream tasks as compared to purely supervised training. As first comprehensive assessment of its kind in the ECG domain carried out exclusively on publicly available datasets, we hope to establish a first step towards reproducible progress in the rapidly evolving field of representation learning for biosignals.",53,2022,http://dx.doi.org/10.1016/j.compbiomed.2021.105114,No
"Shi, HT; Qin, CJ; Xiao, DY; Zhao, LQ; Liu, CL",Automated heartbeat classification based on deep neural network with multiple input layers,"The arrhythmia is an important group of cardiovascular disease. Electrocardiogram (ECG) is commonly used for detecting arrhythmias. Computer-aided diagnosis system can diagnose ECG automatically without the limitations of visual inspection. In order to improve the performance of ECG heartbeat classification, this paper proposes a novel automatic classification system. Based on convolutional neural network (CNN) and long short-term memory (LSTM) network, a deep structure with multiple input layers is proposed. Four input layers are constructed based on different regions of a heartbeat and RR interval features. The first three inputs are convolved using different strides. The three outputs of CNN are then concatenated and go through an LSTM network. Two fully-connected layers follow and the output is concatenated with the fourth input. Eventually, the last fully-connected layer outputs the predicted label. The proposed system was evaluated by two division schemes of the MIT-BIH arrhythmia database. Class-oriented scheme achieved an overall accuracy of 99.26% and subject-oriented scheme obtained an accuracy of 94.20%. The comparison with previous works showed the excellent performance of the novel network. The combination of automatic features and handcraft features was demonstrated to be helpful in heartbeat classification. Hence, the system can be used for clinical application. (C) 2019 Elsevier B.V. All rights reserved.",53,2020,http://dx.doi.org/10.1016/j.knosys.2019.105036,Yes
"Houssein, EH; Hassaballah, M; Ibrahim, IE; AbdElminaam, DS; Wazery, YM",An automatic arrhythmia classification model based on improved Marine Predators Algorithm and Convolutions Neural Networks,"Preparation of Convolutional Neural Networks (CNNs) for classification purposes depends heavily on the knowledge of hyper-parameters tuning. This study aims, in particular in task of automated electrocardiograms (ECG), to minimize the user variability in the CNN training by searching and optimizing the CNN parameters automatically. In the clinical practice, the task of ECG classification analysis is restricted by existing models' configuration. The hyper-parameters of the CNN model should be adjusted for the ECG classification problem. The best configuration for hyper-parameters is selected to have an impact on the production of the model. Deep knowledge of deep learning algorithms and suitable optimization techniques are also needed. Although there are many strategies for automated optimization, different benefits and disadvantages occur as they are applied to ECG classification problem. Here we present a CNN model for classification of non-ectopic (N), ventricular ectopic (V), supraventricular ectopic (S), and fusion (F) ECG rhythmias by the hybrid models based on modified version of Marine Predators algorithm (MPA) and CNN, known as the IMPA-CNN. The proposed model summarizes the feature extraction techniques of major features and, thus, outperforms other current classification models through automatically select the best hyper-parameters configuration of the CNN model. To reduce the time and complication complexity, optimum characteristics have been extracted directly from the raw signal using 1D-local binary pattern, higher order statistics, central moment, Hermite basis function discrete wavelet transform, and R-R intervals. Then, a modified version of MPA algorithm is used to select appropriate hyper-parameters for the CNN model like initial learning rate for the CNN model that is one of the major hyper parameters effect output performance, optimizer type which can be set to stochastic gradient descent (SGD), adaptive moment estimation (Adam), root mean square propagation (RMSprop), the activation function form used for modeling non-linear functions, set to 'Rectified Linear Unit (ReLU), or 'sigmoid' and some other hyper-parameters are related to the optimization and training process of CNN model. Many available optimization algorithms for hyper-parameters optimization problems are provided. In addition, experiments with well know data sets like MIT-BIH arrhythmia, European ST-T database, and St. Petersburg INCART database are carried out to compare the performance of various optimization approaches and to provide practical illustration of the optimization of hyper-parameters for the proposed CNN model.",52,2022,http://dx.doi.org/10.1016/j.eswa.2021.115936,No
